"acidez_fija","acidez_volatil","acido_citrico","azucares_residuales","cloruros","dioxido_azufre_libre","dioxido_azufre_total","densidad","pH","sulfatos","alcohol","calidad"
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6.18078819103104
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6.15621689444194
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,7.54526985823403
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,5.28882671364767
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6.06055191540771
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,3.93201362721943
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4.35390155377526
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7.65796508303284
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7.86739734466069
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,5.84491284889773
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4.24766169831642
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6.95602197083019
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,5.75159048217462
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,4.87270968075083
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,4.97807766667716
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6.21901125085982
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6.39909592544758
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5.79069253022689
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,5.942707445733
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5.11776682728348
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,7.49279872633288
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7.25865935686899
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6.1132518655979
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,4.19465412482993
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5.00171362857334
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,4.86720430809987
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,5.99337250211438
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,4.6547494152373
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,5.58791060853438
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,5.56753582090793
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,6.87129729076014
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6.82087958881718
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7.6294519759356
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,2.78401492923417
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,3.98845012727676
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,6.49324994287843
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,6.72534368005569
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7.06218280253698
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,6.60243563457951
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,6.20400841449913
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,4.83663947934899
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,5.27163331785629
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,5.91524294563049
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,5.39677345104395
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6.0936934243652
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6.14018016845392
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6.21335256697703
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,6.02688504452547
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6.13242677458239
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6.18627004832499
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,4.14733493149731
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6.57321938383825
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6.4705025274566
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,7.37977161669267
9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5.09402179242544
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6.0280401165108
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6.05795150044946
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6.04185973854018
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,3.8909163347974
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,5.99732376481465
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,5.95347661992528
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,3.6513595716601
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5.03284191503445
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,5.73327497604368
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,4.10078104728395
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,4.33910993663675
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6.59163493263615
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,4.34090599574593
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,4.52029162785408
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6.04792429120443
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,5.80635218290493
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4.08785030720078
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,8.38303718922742
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,4.32523779724506
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,6.81671821605412
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,6.68994433015376
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7.90743725609947
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,6.53830904626583
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,6.95074785773457
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7.47228016859362
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,6.36484567843096
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7.99310548944521
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7.40545744928455
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,6.35547603428179
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7.27274668543464
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,6.87201571406016
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7.1879372631966
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,6.9460148817906
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6.64230962206701
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,4.189339768578
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,5.68642998168245
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,5.85048559334676
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,6.4025207650892
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,4.37602697374028
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,5.989211855654
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,4.92069492028596
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,3.47039433514974
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6.62434407343163
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6.14983544159111
8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,7.449724423889
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7.41111894283066
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,4.73182441462281
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,7.67843468817486
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,6.6993356143493
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,5.26877291022589
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6.28141917357325
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,6.87325184882071
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5.11223068793241
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7.13652563714129
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,4.24285972227857
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5.17135374814554
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,6.04954841788508
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,6.90154599751912
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,4.90224397358093
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6.83914320380248
9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5.53903774440977
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,5.01090310897123
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6.13713418395731
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5.99212834080664
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6.84916580995149
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7.25197096228854
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5.43273248426774
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,4.28183887268679
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6.18007894012882
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,4.42733063888731
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,4.72518915914183
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6.56136221026776
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,4.31786413298531
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5.16015095052384
7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6.25699922368293
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7.03294718190378
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,8.09331329310125
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,5.38659160285485
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6.36367815686136
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,6.9466416595296
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,6.84350065369965
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7.27845474031143
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,6.38775964558964
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,4.21192945008896
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,6.70331147470995
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,8.05105428985327
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7.03345886476751
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7.19886063893673
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,4.88609201739348
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7.2822956391723
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,5.42899227418971
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5.69474627994118
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6.35082315614481
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,5.51612830638498
10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6.0327319474872
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7.42979897169947
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6.33463858923276
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6.88916040952613
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,4.63220734706309
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6.66968196929424
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6.62192880596473
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,4.90251012085829
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,5.41444398430687
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,6.34651288546929
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6.27467217476698
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,5.95732395976746
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,6.06746160011087
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6.32108277629772
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,6.7768330749019
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,6.38467465090173
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,6.65055899523685
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5.2057330357384
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,5.72943921176601
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6.30853807213841
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,6.79939716869813
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,6.93666405472332
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,4.5616941963153
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,8.14302615094522
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6.19957303888224
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5.13838018429967
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,4.98488255106956
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6.3958751397296
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,6.38582584667217
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,5.46508705538742
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6.55100470261299
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,5.72837961209506
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,3.95097663199809
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,7.06194246593361
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,4.57355584476449
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5.34368691791575
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5.61034954945077
5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,4.62141928000368
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7.26657223084693
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6.26347823303313
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6.62437389174871
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7.29045963277151
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,4.85306973254449
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7.54959523476413
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7.48037341390586
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,5.43805857951852
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,7.15952753960256
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6.09616652399591
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,5.83562257513489
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,5.40867653246262
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6.05035840770902
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,6.20800208410786
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7.09673581079572
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,6.62504296747485
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5.57429856451549
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,8.45469348469692
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,4.45041245378792
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6.63459850256578
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6.49508983666097
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,4.95788346541678
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,6.72781217556579
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6.94518462410249
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,3.79672530905825
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,4.6140831250438
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,6.13789393380533
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6.83718806336765
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,6.88557794041309
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,5.6851972803182
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,7.9104266844398
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,5.96997763926742
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,4.73375041288009
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7.17991915008169
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,5.05894522754702
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7.29418158560324
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,6.94230207935202
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8.28111507351809
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,5.41057761843729
7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,5.38620969471123
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,6.58395120203429
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,5.53920625614433
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,5.77942998001015
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6.94748733708485
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,4.90586482817656
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,6.78463806364919
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,4.802576701747
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6.04154188671181
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6.05814254022063
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6.17402063265934
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,5.55199263537225
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,5.49186216670781
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5.71824659824765
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,5.67082358333801
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7.18182741713527
8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,4.965817679718
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,5.4252903647096
8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6.3546371456469
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7.10386292409577
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6.8398700137275
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6.07047575077619
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,5.80107254507949
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6.16697694798322
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,5.2886450105788
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,5.49846356796384
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6.30616395068366
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,4.80012745926563
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,7.96042343218852
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,5.93086697434683
6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,5.60969242873528
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,4.78878680455055
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4.20930098210596
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7.45698370458812
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,5.22677025878992
6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6.88944163107516
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5.23109289421234
10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6.80498417699632
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,5.42569771725463
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5.10006877301255
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,6.93999162463671
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7.46110445912907
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,6.65448425925238
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,5.99394139682852
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,4.93280451075363
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,5.5334271342777
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5.07502033019907
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,5.57620710456707
7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,5.97385830851311
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,5.71924441564487
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6.36415808169689
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6.70109298524974
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,4.50649915231549
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,5.81577806484316
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6.86385675502185
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,5.68064604748978
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,5.80809732495556
10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,7.23882257048601
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,8.31615404143855
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6.09395719401009
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,4.48183462963182
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6.09927445169426
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,5.60833536243179
